char,pinyin,radical,stroke,wuxing,tone
湎,miǎn,氵,12,水,3
湜,shí,氵,12,水,2
渭,wèi,氵,12,水,4
湍,tuān,氵,12,水,1
湫,"qiū,jiǎo",氵,12,水,1
溲,sōu,氵,12,水,1
湟,huáng,氵,12,水,2
溆,xù,氵,12,水,4
湲,yuán,氵,12,水,2
湔,jiān,氵,12,水,1
湉,tián,氵,12,水,2
渥,wò,氵,12,水,4
湄,méi,氵,12,水,2
滁,chú,氵,12,水,2
愠,yùn,忄,12,土,4
惺,xīng,忄,12,金,1
愦,kuì,忄,12,木,4
惴,zhuì,忄,12,火,4
愀,qiǎo,忄,12,木,3
愎,bì,忄,12,水,4
愔,yīn,忄,12,火,1
喾,kù,口,12,木,4
寐,mèi,宀,12,水,4
谟,mó,讠,12,水,2
扉,fēi,户,12,水,1
裢,lián,衤,12,火,2
裎,"chéng,chěng",衤,12,火,2
裥,jiǎn,衤,12,木,3
祾,líng,礻,12,火,2
祺,qí,礻,12,木,2
谠,dǎng,讠,12,火,3
幂,mì,巾,12,水,4
谡,sù,讠,12,金,4
谥,shì,讠,12,金,4
谧,mì,讠,12,水,4
遐,xiá,辶,12,土,2
孱,"chán,càn",子,12,金,2
弼,bì,弓,12,水,4
巽,xùn,巳,12,木,4
骘,zhì,马,12,火,4
媪,ǎo,女,12,土,3
媛,"yuàn,yuán",女,12,火,2
婷,tíng,女,12,火,2
巯,qiú,工,12,木,2
翚,huī,羽,12,木,1
皴,cūn,皮,12,金,1
婺,wù,女,12,土,4
骛,wù,马,12,土,4
缂,kè,纟,12,木,4
缃,xiāng,纟,12,木,1
缄,jiān,纟,12,金,1
彘,zhì,彑,12,火,4
缇,tí,纟,12,火,2
缈,miǎo,纟,12,水,3
缌,sī,纟,12,金,1
缑,gōu,纟,12,水,1
缒,zhuì,纟,12,火,4
缗,mín,纟,12,水,2
飨,xiǎng,飠,12,水,3
耢,lào,耒,13,火,4
瑚,hú,王,13,水,2
瑁,mào,王,13,水,4
瑜,yú,王,13,金,2
瑗,yuàn,王,13,木,4
瑄,xuān,王,13,土,1
瑕,xiá,王,13,土,2
遨,áo,辶,13,土,2
骜,ào,马,13,土,4
韫,"yùn,wēn",韦,13,土,4
髡,kūn,髟,13,木,1
塬,yuán,土,13,土,2
鄢,yān,阝,13,土,1
趔,liè,走,13,火,4
趑,zī,走,13,火,1
摅,shū,扌,13,金,1
摁,èn,扌,13,木,4
蜇,"zhē,zhé",虫,13,火,2
搋,chuāi,扌,13,金,1
搪,táng,扌,13,火,2
搐,chù,扌,13,金,4
搛,jiān,扌,13,木,1
搠,shuò,扌,13,金,4
摈,bìn,扌,13,水,4
彀,gòu,弓,13,木,4
毂,"gū,gǔ",殳,13,木,3
搦,nuò,扌,13,火,4
搡,sǎng,扌,13,金,3
蓁,zhēn,艹,13,木,1
戡,kān,戈,13,木,1
蓍,shī,艹,13,木,1
鄞,yín,阝,13,土,2
靳,jìn,革,13,木,4
蓐,rù,艹,13,木,4
蓦,mò,艹,13,木,4
鹋,miáo,鸟,13,水,2
蒽,ēn,艹,13,木,1
蓓,bèi,艹,13,木,4
蓖,bì,艹,13,木,4
蓊,wěng,艹,13,木,3
蒯,kuǎi,艹,13,木,3
蓟,jì,艹,13,木,4
蓑,suō,艹,13,木,1
蒿,hāo,艹,13,木,1
蒺,jí,艹,13,木,2
蓠,lí,艹,13,木,2
蒟,jǔ,艹,13,木,3
蒡,bàng,艹,13,木,4
蒹,jiān,艹,13,木,1
蒴,shuò,艹,13,木,4
蒗,làng,艹,13,水,4
蓥,yíng,艹,13,木,2
颐,yí,页,13,土,2
楔,xiē,木,13,木,1
楠,nán,木,13,木,2
楂,"zhā,chá",木,13,木,1
楝,liàn,木,13,木,4
楫,jí,木,13,木,2
楸,qiū,木,13,木,1
椴,duàn,木,13,木,4
槌,chuí,木,13,木,2
楯,"dùn,shǔn",木,13,木,3
皙,xī,白,13,木,1
榈,lǘ,木,13,木,2
槎,chá,木,13,木,2
榉,jǔ,木,13,木,3
楦,xuàn,木,13,木,4
楣,méi,木,13,木,2
楹,yíng,木,13,木,2
椽,chuán,木,13,木,2
裘,qiú,衣,13,水,2
剽,piāo,刂,13,水,1
甄,zhēn,瓦,13,金,1
酮,tóng,酉,13,金,2
酰,xiān,酉,13,金,1
酯,zhǐ,酉,13,金,3
酩,mǐng,酉,13,水,3
蜃,shèn,虫,13,金,4
碛,qì,石,13,土,4
碓,duì,石,13,土,4
硼,péng,石,13,土,2
碉,diāo,石,13,土,1
碚,bèi,石,13,土,4
碇,dìng,石,13,土,4
碜,chěn,石,13,土,3
鹌,ān,鸟,13,土,1
辏,còu,车,13,火,4
龃,jǔ,齿,13,木,3
龅,bāo,齿,13,水,1
訾,"zī,zǐ",言,13,火,3
粲,càn,米,13,金,4
虞,yú,虍,13,火,2
睚,yá,目,13,土,2
嗪,qín,口,13,金,2
韪,wěi,韦,13,土,3
嗷,áo,口,13,土,2
嗉,sù,口,13,金,4
睨,nì,目,13,木,4
睢,suī,目,13,金,1
雎,jū,隹,13,木,1
睥,"pì,bì",目,13,水,4
嘟,dū,口,13,金,1
嗑,"kè,kē",口,13,木,4
嗫,niè,口,13,金,4
嗬,hē,口,13,木,1
嗔,chēn,口,13,金,1
嗝,gé,口,13,木,2
戥,děng,戈,13,木,3
嗄,"á,shà",口,13,木,2
煦,xù,灬,13,金,4
暄,xuān,日,13,金,1
遢,tā,辶,13,火,4
暌,kuí,日,13,木,2
跬,kuǐ,⻊,13,土,3
跸,bì,⻊,13,水,4
跐,"cī,cǐ",⻊,13,金,3
跣,xiǎn,⻊,13,金,3
跹,xiān,⻊,13,金,1
跻,jī,⻊,13,火,1
蛸,"shāo,xiāo",虫,13,金,1
蜊,lí,虫,13,火,2
蜍,chú,虫,13,金,2
蜉,fú,虫,13,土,2
蜣,qiāng,虫,13,金,1
畹,wǎn,田,13,火,3
蛹,yǒng,虫,13,土,3
嗣,sì,口,13,金,4
嗯,"ǹg,ńg,ňg,ń,ň,ǹ",口,13,金,4
嗥,háo,口,13,水,2
嗲,diǎ,口,13,火,3
嗳,"ài,ǎi,āi",口,13,土,4
嗌,"ài,yì",口,13,土,4
嗍,suō,口,13,金,1
嗨,"hēi,hāi",口,13,水,1
嗐,hài,口,13,金,4
嗤,chī,口,13,火,1
嗵,tōng,口,13,金,1
罨,yǎn,罒,13,木,3
嵊,shèng,山,13,土,4
嵩,sōng,山,13,土,1
嵴,jí,山,13,土,2
骰,tóu,骨,13,金,2
锗,zhě,钅,13,金,3
锛,bēn,钅,13,金,1
锜,qí,钅,13,金,2
锝,dé,钅,13,金,2
锞,kè,钅,13,金,4
锟,kūn,钅,13,金,1
锢,gù,钅,13,金,4
锨,xiān,钅,13,金,1
锩,juǎn,钅,13,金,3
锭,dìng,钅,13,金,4
锱,zī,钅,13,金,1
雉,zhì,隹,13,火,4
氲,yūn,气,13,土,1
犏,piān,牜,13,水,1
歃,shà,欠,13,金,4
稞,kē,禾,13,木,1
稗,bài,禾,13,火,4
稔,rěn,禾,13,火,3
筠,"yún,jūn",竹,13,木,2
筢,pá,竹,13,木,2
筮,shì,竹,13,木,4
筲,shāo,竹,13,木,1
筱,xiǎo,竹,13,木,3
牒,dié,片,13,火,2
煲,bāo,火,13,火,1
敫,jiǎo,攵,13,木,3
徭,yáo,彳,13,火,2
愆,qiān,心,13,木,1
艄,shāo,舟,13,金,1
觎,yú,见,13,金,2
毹,shū,毛,13,金,1
貊,mò,豸,13,水,4
貅,xiū,豸,13,金,1
貉,"mò,hé,háo",豸,13,水,2
颔,hàn,页,13,水,4
腠,còu,月,13,火,4
腩,nǎn,月,13,火,3
腼,miǎn,月,13,水,3
腭,è,月,13,木,4
腧,shù,月,13,金,4
塍,chéng,土,13,火,2
媵,yìng,女,13,木,4
詹,zhān,言,13,火,1
鲅,bà,鱼,13,水,4
鲆,píng,鱼,13,水,2
鲇,nián,鱼,13,火,2
鲈,lú,鱼,13,火,2
稣,sū,禾,13,金,1
鲋,fù,鱼,13,水,4
鲐,tái,鱼,13,火,2
肄,yì,聿,13,木,4
鹐,qiān,鸟,13,火,1
飕,sōu,风,13,金,1
觥,gōng,角,13,火,1
遛,"liú,liù",辶,13,火,2
馐,xiū,饣,13,金,1
鹑,chún,鸟,13,水,2
亶,"dǎn,dàn",亠,13,火,3
瘃,zhú,疒,13,金,2
痱,"fèi,féi",疒,13,土,4
痼,gù,疒,13,木,4
痿,wěi,疒,13,土,3
瘐,yǔ,疒,13,木,3
瘁,cuì,疒,13,金,4
麂,jǐ,鹿,13,木,3
裔,yì,衣,13,土,4
歆,xīn,欠,13,金,1
旒,liú,方,13,火,2
雍,yōng,亠,13,土,1
阖,hé,门,13,水,2
阗,tián,门,13,火,2
阙,"quē,què",门,13,金,1
羧,suō,羊,13,金,1
豢,huàn,豕,13,水,4
粳,jīng,米,13,水,1
猷,yóu,犬,13,土,2
煳,hú,火,13,火,2
煜,yù,火,13,火,4
煨,wēi,火,13,火,1
煅,duàn,火,13,火,4
煊,xuān,火,13,火,1
煸,biān,火,13,火,1
煺,tuì,火,13,火,4
滟,yàn,氵,13,水,4
溱,"zhēn,qín",氵,13,水,1
溘,kè,氵,13,水,4
漭,mǎng,氵,13,水,3
滢,yíng,氵,13,水,2
溥,pǔ,氵,13,水,3
溧,lì,氵,13,水,4
溽,rù,氵,13,水,4
裟,shā,衣,13,金,1
溻,tā,氵,13,水,4
溷,hùn,氵,13,水,4
滗,bì,氵,13,水,4
滫,xiǔ,氵,13,水,3
溴,xiù,氵,13,水,4
滏,fǔ,氵,13,水,3
滃,"wěng,wēng",氵,13,水,1
滦,luán,氵,13,水,2
溏,táng,氵,13,水,2
滂,pāng,氵,13,水,1
滓,zǐ,氵,13,水,3
溟,míng,氵,13,水,2
滪,yù,氵,13,水,4
愫,sù,忄,13,金,4
慑,shè,忄,13,金,4
慊,"qiè,qiàn",忄,13,金,4
鲎,hòu,鱼,13,木,4
骞,qiān,宀,13,木,1
窦,dòu,穴,13,火,4
窠,kē,穴,13,木,1
窣,sū,穴,13,土,1
裱,biǎo,衤,13,水,3
褚,"chǔ,zhǔ",衤,13,火,3
裨,"bì,pí",衤,13,水,4
裾,jū,衤,13,木,1
裰,duō,衤,13,火,1
禊,xì,礻,13,金,4
谩,"màn,mán",讠,13,水,2
谪,zhé,讠,13,火,2
媾,gòu,女,13,木,4
嫫,mó,女,13,水,2
媲,pì,女,13,水,4
嫒,ài,女,13,土,4
嫔,pín,女,13,水,2
媸,chī,女,13,火,1
缙,jìn,纟,13,木,4
缜,zhěn,纟,13,金,3
缛,rù,纟,13,金,4
辔,pèi,车,13,水,4
骝,liú,马,13,火,2
缟,gǎo,纟,13,木,3
缡,lí,纟,13,火,2
缢,yì,纟,13,木,4
缣,jiān,纟,13,木,1
骟,shàn,马,13,金,4
耥,"tāng,tǎng",耒,14,火,1
璈,áo,王,14,土,2
瑶,yáo,王,14,火,2
瑭,táng,王,14,火,2
獒,áo,犬,14,土,2
觏,gòu,见,14,木,4
慝,tè,心,14,火,4
嫠,lí,女,14,火,2
韬,tāo,韦,14,火,1
叆,"ài,yǐ",厶,14,火,4
髦,máo,髟,14,水,2
摽,"biāo,biào",扌,14,水,1
墁,màn,土,14,土,4
撂,liào,扌,14,火,4
摞,luò,扌,14,火,4
撄,yīng,扌,14,土,1
翥,zhù,羽,14,金,4
踅,xué,足,14,水,2
摭,zhí,扌,14,金,2
墉,yōng,土,14,土,1
墒,shāng,土,14,土,1
榖,gǔ,木,14,木,3
綦,qí,糸,14,木,2
蔫,niān,艹,14,木,1
蔷,qiáng,艹,14,木,2
靺,mò,革,14,金,4
靼,dá,革,14,火,2
鞅,"yāng,yàng",革,14,火,1
靿,yào,革,14,金,4
甍,méng,瓦,14,木,2
蔸,dōu,艹,14,木,1
蔟,cù,艹,14,木,4
蔺,lìn,艹,14,木,4
戬,jiǎn,戈,14,木,3
蕖,qú,艹,14,木,2
蔻,kòu,艹,14,木,4
蓿,xu,艹,14,木,5
斡,"wò,guǎn",斗,14,木,4
鹕,hú,鸟,14,水,2
蓼,"liǎo,lù",艹,14,木,3
榛,zhēn,木,14,木,1
榧,fěi,木,14,木,3
榻,tà,木,14,木,4
榫,sǔn,木,14,木,3
榭,xiè,木,14,木,4
槔,gāo,木,14,木,1
榱,cuī,木,14,木,1
槁,gǎo,木,14,木,3
槟,"bīn,bīng",木,14,木,1
槠,zhū,木,14,木,1
榷,què,木,14,木,4
僰,bó,人,14,水,2
酽,yàn,酉,14,木,4
酶,méi,酉,14,水,2
酹,lèi,酉,14,火,4
厮,sī,厂,14,土,1
碡,zhóu,石,14,金,5
碴,"chá,chā",石,14,土,2
碣,"jié,yà",石,14,土,2
碲,dì,石,14,土,4
磋,cuō,石,14,土,1
臧,zāng,臣,14,金,1
豨,xī,豕,14,水,1
殡,bìn,歹,14,水,4
霆,tíng,雨,14,水,2
霁,jì,雨,14,水,4
辕,yuán,车,14,土,2
蜚,"fēi,fěi",虫,14,水,1
裴,péi,衣,14,木,2
翡,fěi,羽,14,水,3
龇,zī,齿,14,火,1
龈,"yín,kěn",齿,14,木,2
睿,ruì,目,14,金,4
䁖,lōu,目,14,火,1
睽,kuí,目,14,木,2
嘞,"lē,lei",口,14,火,5
嘈,cáo,口,14,金,2
嘌,piào,口,14,水,4
嘁,qī,口,14,木,1
嘎,"gā,gǎ,gá",口,14,木,1
暧,ài,日,14,火,4
暝,míng,日,14,水,2
踌,chóu,⻊,14,火,2
踉,"liàng,liáng",⻊,14,火,4
蜞,qí,虫,14,水,2
蜥,xī,虫,14,金,1
蜮,yù,虫,14,木,4
蝈,guō,虫,14,木,1
蜴,yì,虫,14,木,4
蜱,pí,虫,14,水,2
蜩,tiáo,虫,14,火,2
蜷,quán,虫,14,木,2
蜿,wān,虫,14,火,1
螂,láng,虫,14,火,2
蜢,měng,虫,14,水,3
嘘,"xū,shī",口,14,土,1
嘡,tāng,口,14,金,1
鹗,è,鸟,14,木,4
嘣,bēng,口,14,水,1
嘤,yīng,口,14,土,1
嘚,"dē,dēi",口,14,金,1
嗾,sǒu,口,14,金,3
嘧,mì,口,14,水,4
罴,pí,罒,14,水,2
罱,lǎn,罒,14,火,3
幔,màn,巾,14,水,4
嶂,zhàng,山,14,土,4
幛,zhàng,巾,14,火,4
赙,fù,贝,14,水,4
罂,yīng,缶,14,土,1
骷,kū,骨,14,木,1
骶,dǐ,骨,14,火,3
鹘,"hú,gǔ",鸟,14,木,3
锲,qiè,钅,14,金,4
锴,kǎi,钅,14,金,3
锶,sī,钅,14,金,1
锷,è,钅,14,金,4
锸,chā,钅,14,金,1
锵,qiāng,钅,14,金,1
镁,měi,钅,14,金,3
镂,lòu,钅,14,金,4
犒,kào,牜,14,木,4
箐,"jīng,qìng",竹,14,木,4
箦,zé,⺮,14,木,2
箧,qiè,竹,14,木,4
箍,gū,竹,14,木,1
箸,zhù,竹,14,木,4
箬,ruò,竹,14,木,4
箅,bì,竹,14,木,4
箪,dān,竹,14,木,1
箔,bó,竹,14,水,2
箜,kōng,竹,14,木,1
箢,"yuān,wǎn",竹,14,木,1
箓,lù,竹,14,木,4
毓,yù,母,14,火,4
僖,xī,亻,14,金,1
儆,jǐng,亻,14,木,3
僳,sù,亻,14,金,4
僭,jiàn,亻,14,木,4
劁,qiāo,刂,14,金,1
僮,"tóng,zhuàng",亻,14,金,2
魃,bá,鬼,14,水,2
魆,xū,鬼,14,水,1
睾,gāo,目,14,木,1
艋,měng,舟,14,水,3
鄱,pó,阝,14,水,2
膈,gé,月,14,木,2
膑,bìn,月,14,水,4
鲑,"guī,xié",鱼,14,土,1
鲔,wěi,鱼,14,土,3
鲚,jì,鱼,14,木,4
鲛,jiāo,鱼,14,木,1
鲟,xún,鱼,14,水,2
獐,zhāng,犭,14,火,1
觫,sù,角,14,金,4
雒,luò,隹,14,火,4
夤,yín,夕,14,土,2
馑,jǐn,饣,14,木,3
銮,luán,金,14,金,2
塾,shú,土,14,土,2
麽,"mó,me,ma",麻,14,水,2
瘌,là,疒,14,火,4
瘊,hóu,疒,14,木,2
瘘,lòu,疒,14,火,4
瘙,sào,疒,14,金,4
廖,liào,广,14,火,4
韶,sháo,音,14,金,2
旖,yǐ,方,14,土,3
膂,lǚ,月,14,水,3
阚,"kàn,hǎn",门,14,木,4
鄯,shàn,阝,14,金,4
鲞,xiǎng,鱼,14,水,3
粿,guǒ,米,14,木,3
粼,lín,米,14,火,2
粽,zòng,米,14,金,4
糁,"shēn,sǎn",米,14,金,3
槊,shuò,木,14,木,4
鹚,cí,鸟,14,金,2
熘,liū,火,14,火,4
熥,tēng,火,14,火,1
潢,"huáng,guāng",氵,14,水,2
漕,cáo,氵,14,水,2
滹,hū,氵,14,水,1
漯,"luò,tà",氵,14,水,4
漶,huàn,氵,14,水,4
潋,liàn,氵,14,水,4
潴,zhū,氵,14,水,1
漪,yī,氵,14,水,1
漉,lù,氵,14,水,4
漳,zhāng,氵,14,水,1
漩,xuán,氵,14,水,2
澉,gǎn,氵,14,水,3
潍,wéi,氵,14,水,2
慵,yōng,忄,14,土,1
搴,qiān,手,14,木,1
窨,"xūn,yìn",穴,14,水,4
寤,wù,宀,14,土,4
綮,"qìng,qǐ",糸,14,金,3
谮,zèn,讠,14,金,4
褡,dā,衤,14,火,1
褙,bèi,衤,14,水,4
褓,bǎo,衤,14,水,3
褛,lǚ,衤,14,木,3
褊,biǎn,衤,14,水,3
谯,"qiáo,qiào",讠,14,金,2
谰,lán,讠,14,火,2
谲,jué,讠,14,火,2
暨,jì,旡,14,木,4
屣,xǐ,尸,14,金,3
鹛,méi,鸟,14,水,2
嫣,yān,女,14,土,1
嫱,qiáng,女,14,金,2
嫖,"piáo,piāo",女,14,水,2
嫦,cháng,女,14,金,2
嫚,"màn,mān",女,14,水,4
嫘,léi,女,14,火,2
嫡,dí,女,14,火,2
鼐,nài,鼎,14,火,4
翟,"zhái,dí",羽,14,土,2
瞀,mào,目,14,水,4
鹜,wù,鸟,14,土,4
骠,"piào,biāo",马,14,水,4
缥,"piǎo,piāo",纟,14,水,1
缦,màn,纟,14,水,4
缧,léi,纟,14,火,2
缨,yīng,纟,14,土,1
骢,cōng,马,14,金,1
缪,"miù,móu,liáo,miào,mù",纟,14,火,2
缫,sāo,纟,14,金,1
耦,ǒu,耒,15,木,3
耧,lóu,耒,15,火,2
瑾,jǐn,王,15,火,3
璜,huáng,王,15,水,2
璀,cuǐ,王,15,金,3
璎,yīng,王,15,土,1
璁,cōng,王,15,金,1
璋,zhāng,王,15,火,1
璇,xuán,王,15,火,2
奭,shì,大,15,金,4
髯,rán,髟,15,金,2
髫,tiáo,髟,15,火,2
撷,xié,扌,15,木,2
撅,"juē,jué",扌,15,火,1
赭,zhě,赤,15,火,3
撸,lū,扌,15,火,1
鋆,yún,金,15,金,2
撙,zǔn,扌,15,金,3
撺,cuān,扌,15,金,1
墀,chí,土,15,土,2
聩,kuì,耳,15,木,4
觐,jìn,见,15,木,4
鞑,dá,革,15,火,2
蕙,huì,艹,15,木,4
鞒,qiáo,革,15,木,2
蕈,xùn,艹,15,木,4
蕨,jué,艹,15,木,2
蕤,ruí,艹,15,木,2
蕞,zuì,艹,15,木,4
蕺,jí,艹,15,木,2
瞢,"méng,měng",目,15,木,2
蕃,"fān,fán,bō",艹,15,木,2
蕲,qí,艹,15,木,2
赜,zé,贝,15,金,2
槿,jǐn,木,15,木,3
樯,qiáng,木,15,木,2
槭,"qì,sè",木,15,木,1
樗,chū,木,15,木,1
樘,"chēng,táng",木,15,木,2
樊,fán,木,15,木,2
槲,hú,木,15,木,2
醌,kūn,酉,15,木,1
醅,pēi,酉,15,水,1
靥,yè,面,15,土,4
魇,yǎn,鬼,15,木,3
餍,yàn,厂,15,土,4
磔,zhé,石,15,土,2
磙,gǔn,石,15,土,3
霈,pèi,雨,15,水,4
辘,lù,车,15,火,4
龉,yǔ,齿,15,木,3
龊,chuò,齿,15,火,4
觑,"qù,qū",见,15,木,4
瞌,kē,目,15,木,1
瞋,chēn,目,15,金,1
瞑,míng,目,15,水,2
嘭,pēng,口,15,水,1
噎,yē,口,15,土,1
噶,gá,口,15,木,2
暹,xiān,辶,15,金,1
噘,juē,口,15,火,1
踔,chuō,⻊,15,火,1
踝,huái,⻊,15,水,2
踟,chí,⻊,15,火,2
踬,zhì,⻊,15,火,4
踮,diǎn,⻊,15,火,3
踯,zhí,⻊,15,金,2
踺,jiàn,⻊,15,木,4
踞,jù,⻊,15,木,4
蝽,chūn,虫,15,水,1
蝾,róng,虫,15,金,2
蝻,nǎn,虫,15,火,3
蝰,kuí,虫,15,土,2
蝮,fù,虫,15,水,4
螋,sōu,虫,15,金,1
蝓,yú,虫,15,金,2
蝣,yóu,虫,15,土,2
蝼,lóu,虫,15,火,2
噗,pū,口,15,水,1
嘬,"zuō,chuài",口,15,金,1
颚,è,页,15,木,4
噍,jiào,口,15,木,4
噢,ō,口,15,火,1
噙,qín,口,15,金,2
噜,lū,口,15,火,1
噌,"cēng,chēng",口,15,火,1
噔,dēng,口,15,木,1
颛,zhuān,页,15,金,1
幞,fú,巾,15,水,2
幡,fān,巾,15,水,1
嶙,lín,山,15,土,2
嶝,dèng,山,15,土,4
骺,hóu,骨,15,木,2
骼,gé,骨,15,木,2
骸,hái,骨,15,水,2
镊,niè,钅,15,金,4
镉,"gé,lì",钅,15,金,2
镌,juān,钅,15,金,1
镍,niè,钅,15,金,4
镏,"liù,liú",钅,15,金,2
镒,yì,钅,15,金,4
镓,jiā,钅,15,金,1
镔,bīn,钅,15,金,1
稷,jì,禾,15,木,4
箴,zhēn,竹,15,木,1
篑,kuì,竹,15,木,4
篁,huáng,竹,15,木,2
篌,hóu,竹,15,木,2
篆,zhuàn,竹,15,木,4
牖,yǒu,片,15,土,3
儋,"dān,dàn",亻,15,火,1
磐,pán,石,15,土,2
虢,guó,虍,15,水,2
鹞,yào,鸟,15,火,4
膘,biāo,月,15,水,1
滕,téng,水,15,火,2
鲠,gěng,鱼,15,木,3
鲡,lí,鱼,15,火,2
鲢,lián,鱼,15,火,2
鲣,jiān,鱼,15,木,1
鲥,shí,鱼,15,水,2
鲧,gǔn,鱼,15,木,3
鲩,huàn,鱼,15,水,4
獗,jué,犭,15,火,2
獠,liáo,犭,15,火,2
觯,zhì,角,15,火,4
馓,sǎn,饣,15,金,3
馔,zhuàn,饣,15,火,4
麾,huī,麻,15,水,1
廛,chán,广,15,金,2
瘛,chì,疒,15,金,4
瘼,mò,疒,15,水,4
瘢,bān,疒,15,水,1
瘠,jí,疒,15,木,2
齑,jī,齐,15,火,1
羯,jié,羊,15,木,2
羰,tāng,羊,15,火,1
遴,lín,辶,15,火,2
糌,zān,米,15,金,1
糍,cí,米,15,金,2
糅,róu,米,15,金,2
熜,"cōng,zǒng",火,15,火,1
熵,shāng,火,15,火,1
熠,yì,火,15,火,4
澍,"shù,zhù",氵,15,水,4
澌,sī,氵,15,水,1
潸,shān,氵,15,水,1
潦,"liáo,lǎo,lào",氵,15,水,3
潲,shào,氵,15,水,4
鋈,wù,金,15,金,4
潟,xì,氵,15,水,4
潼,tóng,氵,15,水,2
潺,chán,氵,15,水,2
憬,jǐng,忄,15,木,3
憧,chōng,忄,15,金,1
寮,liáo,宀,15,火,2
窳,yǔ,穴,15,木,3
谳,yàn,讠,15,木,4
褴,lán,衤,15,火,2
褟,tā,衤,15,木,1
褫,chǐ,衤,15,金,3
谵,zhān,讠,15,金,1
熨,"yùn,yù",火,15,火,4
屦,jù,尸,15,木,4
嬉,xī,女,15,水,1
勰,xié,力,15,水,2
戮,lù,戈,15,火,4
蝥,máo,虫,15,水,2
缬,xié,纟,15,水,2
缮,shàn,纟,15,金,4
缯,"zēng,zèng",纟,15,金,1
骣,chǎn,马,15,火,4
畿,jī,田,15,木,1
耩,jiǎng,耒,16,木,3
耨,nòu,耒,16,火,4
耪,pǎng,耒,16,水,3
璞,pú,王,16,水,2
璟,jǐng,王,16,土,3
靛,diàn,青,16,木,4
璠,fán,王,16,水,2
璘,lín,王,16,土,2
聱,áo,耳,16,土,2
螯,áo,虫,16,土,2
髻,jì,髟,16,木,4
髭,zī,髟,16,火,1
髹,xiū,髟,16,金,1
擀,gǎn,扌,16,木,3
熹,xī,灬,16,火,1
甏,bèng,瓦,16,水,4
擞,"sǒu,sòu",扌,16,金,3
縠,hú,殳,16,金,2
磬,qìng,石,16,木,4
颞,niè,页,16,金,4
蕻,"hóng,hòng",艹,16,木,2
鞘,"qiào,shāo",革,16,木,4
颟,mān,页,16,水,1
薤,xiè,艹,16,木,4
薨,hōng,艹,16,木,1
檠,qíng,木,16,木,2
薏,yì,艹,16,木,4
薮,sǒu,艹,16,木,3
薜,bì,艹,16,木,4
薅,hāo,艹,16,木,1
樾,yuè,木,16,木,4
橛,jué,木,16,木,2
橇,qiāo,木,16,木,1
樵,qiáo,木,16,木,2
檎,qín,木,16,木,2
橹,lǔ,木,16,木,3
樽,zūn,木,16,木,1
樨,xī,木,16,木,1
橼,yuán,木,16,木,2
墼,jī,土,16,木,1
橐,tuó,木,16,火,2
翮,hé,羽,16,水,2
醛,quán,酉,16,木,2
醐,hú,酉,16,水,2
醍,tí,酉,16,火,2
醚,mí,酉,16,水,2
磲,qú,石,16,木,2
赝,yàn,贝,16,木,4
飙,biāo,风,16,水,1
殪,yì,歹,16,土,4
霖,lín,雨,16,水,2
霏,fēi,雨,16,水,1
霓,ní,雨,16,水,2
錾,zàn,金,16,金,4
辚,lín,车,16,火,2
臻,zhēn,至,16,火,1
遽,jù,辶,16,木,4
氅,chǎng,毛,16,金,3
瞟,piǎo,目,16,水,3
瞠,chēng,目,16,火,1
瞰,kàn,目,16,木,4
嚄,"huō,huò,ǒ",口,16,金,4
嚆,hāo,口,16,木,1
噤,jìn,口,16,木,4
暾,tūn,日,16,火,1
蹀,dié,⻊,16,火,2
踹,chuài,⻊,16,金,4
踵,zhǒng,⻊,16,火,3
踽,jǔ,⻊,16,木,3
蹉,cuō,⻊,16,金,1
蹁,pián,⻊,16,水,2
螨,mǎn,虫,16,水,3
蟒,"mǎng,měng",虫,16,水,3
螈,yuán,虫,16,土,2
螅,xī,虫,16,金,1
螭,chī,虫,16,火,1
螠,yì,虫,16,土,4
螟,míng,虫,16,水,2
噱,"jué,xué",口,16,水,2
噬,shì,口,16,金,4
噫,yī,口,16,土,1
噻,sāi,口,16,金,1
噼,pī,口,16,金,1
罹,lí,罒,16,火,2
圜,"huán,yuán",囗,16,木,2
䦃,zhuō,钅,16,金,1
镖,biāo,钅,16,金,1
镗,"táng,tāng",钅,16,金,1
镘,màn,钅,16,金,4
镚,bèng,钅,16,金,4
镛,yōng,钅,16,金,1
镝,"dí,dī",钅,16,金,2
镞,zú,钅,16,金,2
镠,liú,钅,16,金,2
氇,lu,毛,16,火,3
氆,pǔ,毛,16,水,3
憩,qì,心,16,水,4
穑,sè,禾,16,木,4
篝,gōu,竹,16,木,1
篥,lì,竹,16,木,4
篦,bì,竹,16,木,4
篪,chí,竹,16,木,2
篙,gāo,竹,16,木,1
盥,guàn,皿,16,水,4
劓,yì,刂,16,金,4
翱,áo,羽,16,金,2
魉,liǎng,鬼,16,火,3
魈,xiāo,鬼,16,木,1
徼,"jiǎo,jiào",彳,16,木,4
歙,"xī,shè",欠,16,土,4
膳,shàn,月,16,金,4
膦,lìn,月,16,火,4
膙,jiǎng,月,16,水,3
鲮,líng,鱼,16,火,2
鲱,fēi,鱼,16,水,1
鲲,kūn,鱼,16,木,1
鲳,chāng,鱼,16,金,1
鲴,gù,鱼,16,水,4
鲵,ní,鱼,16,木,2
鲷,diāo,鱼,16,火,1
鲻,zī,鱼,16,火,1
